#generation 100, elite copy 0.200000, muterate 0.200000
#generation,best fitness,average,0,1,2,3,4,5,6,7,8,9,
47 max,245,  245,  240,    1,    1,    1,   85,    1,  195,  100,  210,
48 max,245,  245,  240,   55,    1,  217,    1,    1,  145,   85,  155,
49 max,245,  245,  240,   65,  110,  107,   95,  105,    1,  130,  105,
50 max,245,  245,  240,   62,   80,  140,  192,  165,  110,  130,  115,
51 max,245,  245,  240,    1,  160,    1,    1,  240,    1,  180,    1,
52 max,245,  245,  240,    1,    1,    1,  225,  155,    1,  165,    1,
53 max,245,  245,  240,  190,  187,  215,    1,    1,  215,    1,  160,
54 max,245,  245,  240,    1,    1,    1,    1,    1,   75,    1,    1,
55 max,245,  245,  240,  122,  187,  177,  245,  100,  202,    1,    1,
56 max,245,  245,  245,    1,    1,   75,  192,  127,    1,  212,    1,
57 max,245,  245,  245,  207,  120,  195,  245,  112,  170,    1,  170,
58 max,245,  245,  245,   95,  187,    1,  110,    1,  167,    1,    1,
59 max,245,  245,  245,  180,    1,  165,    1,    1,    1,  107,  105,
60 max,245,  245,  245,  105,    1,  157,  132,  120,    1,    1,  170,
61 max,245,  245,  245,    1,    1,    1,    1,    1,  120,    1,    1,
62 max,245,  245,  245,    1,  205,  180,  205,    1,  145,   90,  245,
63 max,245,  245,  245,  240,  150,  100,    1,  165,   90,    1,  115,
64 max,245,  245,  245,    1,  245,  245,  217,    1,   90,  185,   70,
65 max,245,  245,  245,  137,   90,    1,  185,  175,  245,  130,  195,
66 max,245,  245,  245,    1,  140,  185,  115,  100,  190,  175,  200,
67 max,245,  245,  245,  190,   60,    1,  212,    1,    1,  190,  170,
68 max,245,  245,  245,  197,  197,    1,    1,  165,    1,  165,  130,
69 max,245,  245,  245,  122,    1,  170,    1,  105,  200,    1,    1,
70 max,245,  245,  245,  170,    1,  170,    1,  175,  170,  135,  245,
71 max,245,  245,  245,  245,  245,    1,    1,    1,  215,    1,  192,
72 max,245,  245,  245,  220,  187,  165,  155,  135,    1,  170,    1,
73 max,245,  245,  245,    1,  212,    1,    1,  195,   95,    1,  182,
74 max,245,  245,  245,  142,    1,    1,  165,  200,  195,  197,  145,
75 max,245,  245,  245,   95,    1,    1,    1,  187,  245,    1,    1,
76 max,245,  245,  245,  245,  207,    1,    1,  185,    1,    1,  195,
77 max,245,  245,  245,  152,  100,  155,    1,    1,  160,  240,  185,
78 max,245,  245,  245,  115,  240,  157,   90,   90,  110,    1,  110,
79 max,245,  245,  245,   55,  147,    1,  155,  175,   85,   90,  245,
80 max,245,  245,  245,   85,   60,  165,   70,  167,   55,  155,   65,
81 max,245,  245,  245,    1,   60,    1,    1,  195,    1,  170,  190,
82 max,245,  245,  245,  210,  190,    1,    1,    1,  170,    1,  205,
83 max,245,  245,  245,  130,    1,  215,    1,  165,  135,   70,    1,
84 max,245,  245,  245,    1,  130,  185,    1,    1,  105,    1,  175,
85 max,245,  245,  245,    1,    1,  135,  100,  145,    1,  105,  130,
86 max,245,  245,  245,  210,  195,  185,    1,  185,  215,   35,   87,
87 max,245,  245,  245,  180,  175,  170,  180,    1,    1,  110,    1,
88 max,245,  245,  245,    1,    1,    1,  190,   55,    1,   70,  170,
89 max,245,  245,  245,   85,  115,    1,    1,    1,   90,    1,  180,
90 max,245,  245,  245,    1,    1,  157,    1,    1,  140,    1,  180,
91 max,245,  245,  245,  110,  195,    1,  130,  160,    1,  195,  245,
92 max,245,  245,  245,  157,    1,   90,    1,  180,    1,    1,    1,
93 max,245,  245,  245,    1,    1,    1,    1,    1,  145,  120,    1,
94 max,245,  245,  245,    1,  177,  217,  127,  225,  182,  182,    1,
95 max,245,  245,  245,  142,    1,    1,  217,    1,  152,  107,    1,
96 max,245,  245,  245,   87,    1,  132,    1,  227,  120,  162,    1,
97 max,245,  245,  245,    1,   40,    1,  227,  115,    1,   65,   77,
98 max,245,  245,  245,    1,  165,    1,  125,  137,  170,   35,    1,
99 max,245,  245,  245,  157,  162,    1,  170,  172,  162,  170,  120,
 0番目の染色体：0100010110	245
 1番目の染色体：0100010110	245
 2番目の染色体：0110010010	210
 3番目の染色体：0010000110	115
 4番目の染色体：0101001011	1
 5番目の染色体：0100000011	135
 6番目の染色体：0011100010	82
 7番目の染色体：0101111011	1
 8番目の染色体：0001100110	117
 9番目の染色体：0100010010	185
#generation 100, elite copy 0.200000, muterate 0.200000
#generation,best fitness,average,0,1,2,3,4,5,6,7,8,9,
0 max,160,    1,  100,  160,    1,  100,    1,    1,    1,    1,    1,
1 max,215,  160,  100,  130,  170,  215,    1,   65,   85,  170,    1,
2 max,215,  215,  170,  175,  190,   15,  145,  185,    1,  135,    1,
3 max,215,  215,  190,    1,  135,  110,  110,  215,    1,   60,  110,
4 max,215,  215,  215,    1,   85,  115,  190,  160,  190,  200,    1,
5 max,215,  215,  215,    1,  157,    1,  175,  135,   85,  190,    1,
6 max,215,  215,  215,  190,  170,  105,  122,  157,   80,  135,  107,
7 max,215,  215,  215,   97,  100,    1,  122,    1,    1,    1,    1,
8 max,215,  215,  215,  150,    1,    1,    1,    1,    1,    1,   52,
9 max,225,  215,  215,    1,    1,  225,  202,    1,  110,  135,    1,
10 max,225,  225,  215,  215,  202,    1,    1,  190,  145,  105,    1,
11 max,225,  225,  215,  105,  172,    1,    1,  102,    1,    1,  127,
12 max,225,  225,  215,    1,  160,    1,    1,   25,    1,   85,  160,
13 max,225,  225,  215,    1,    1,  135,   47,  110,   92,  132,  150,
14 max,225,  225,  215,  215,    1,    1,  145,  172,  150,    1,  195,
15 max,225,  225,  215,    1,  140,    1,  202,   65,  185,  195,  212,
16 max,225,  225,  215,  190,    1,  185,  110,    1,  130,  220,    1,
17 max,225,  225,  220,  115,  225,  185,  225,  215,    1,    1,   40,
18 max,225,  225,  225,    1,    1,    1,  125,    1,   95,  190,    1,
19 max,225,  225,  225,  150,    1,   60,  130,  160,  165,  175,    1,
20 max,225,  225,  225,  130,    1,  122,    1,    1,  150,    1,  205,
21 max,225,  225,  225,    1,    1,   90,  215,  110,  160,  120,    1,
22 max,235,  225,  225,  225,  235,    1,  150,  190,    1,  225,    1,
23 max,235,  235,  225,    1,  150,    1,    1,  145,  190,  165,  225,
24 max,235,  235,  225,  150,    1,  165,    1,    1,  150,   35,    1,
25 max,235,  235,  225,    1,    1,    1,  150,    1,    1,  175,    1,
26 max,235,  235,  225,  130,    1,    1,  112,    1,  180,  165,    1,
27 max,235,  235,  225,  187,    1,    1,  225,   90,    1,  145,    1,
28 max,235,  235,  225,  175,    1,    1,  180,    1,  180,  165,  215,
29 max,235,  235,  225,  145,    1,    1,    1,  105,  160,  135,    1,
30 max,235,  235,  225,    1,    1,    1,  100,    1,  160,  225,    1,
31 max,235,  235,  225,    1,  105,    1,  160,    1,  150,    1,  115,
32 max,235,  235,  225,    1,  180,   57,  180,  195,  175,  145,   35,
33 max,235,  235,  225,    1,    1,  145,  175,  137,    1,  215,   65,
34 max,235,  235,  225,  135,    1,  167,    1,    1,   90,  215,   60,
35 max,235,  235,  225,    1,    1,   70,    1,  162,    1,    1,  172,
36 max,235,  235,  225,  215,    1,  167,  180,  165,  130,    1,   57,
37 max,235,  235,  225,  177,  215,    1,    1,  192,    1,    1,    1,
38 max,235,  235,  225,  172,    1,    1,    1,    1,  197,  197,  182,
39 max,235,  235,  225,   70,  175,  172,    1,  102,    1,    1,    1,
40 max,235,  235,  225,    1,  180,  135,  172,    1,    1,  217,  175,
41 max,235,  235,  225,  142,  127,  197,  155,   32,    1,  110,  132,
42 max,235,  235,  225,    1,  170,    1,  115,    1,   90,  152,    1,
43 max,235,  235,  225,  150,    1,  117,   32,    1,    1,   62,    1,
44 max,245,  235,  225,  245,    1,  195,  112,  150,  225,    1,    1,
45 max,245,  245,  245,    1,   80,    1,  145,    1,    1,    1,  240,
46 max,245,  245,  245,  110,  245,  195,  170,    1,  110,    1,  215,
47 max,245,  245,  245,    1,    1,  132,  195,  167,    1,  132,    1,
48 max,245,  245,  245,    1,  140,    1,  110,  107,  180,    1,  170,
49 max,245,  245,  245,  170,    1,    1,  175,  170,    1,  245,    1,
50 max,245,  245,  245,    1,    1,    1,   30,    1,   60,    1,  170,
51 max,245,  245,  245,    1,  190,    1,  215,  170,  212,    1,  200,
52 max,245,  245,  245,  245,    1,    1,    1,  135,    1,  187,  112,
53 max,245,  245,  245,    1,  245,  130,    1,    1,  157,  137,    1,
54 max,245,  245,  245,  212,  190,    1,    1,  180,    1,  190,  175,
55 max,245,  245,  245,  240,  190,  240,  112,  165,    1,    1,  155,
56 max,245,  245,  245,    1,    1,    1,    1,    1,    1,  135,    1,
57 max,245,  245,  245,  140,  170,    1,  207,    1,  140,    1,    1,
58 max,245,  245,  245,  245,  245,  135,  122,  225,   65,  192,    1,
59 max,245,  245,  245,   52,    1,  127,    1,    1,    1,  215,    1,
60 max,245,  245,  245,    1,  245,    1,    1,  165,  245,    1,   90,
61 max,245,  245,  245,    1,  245,  170,  245,    1,    1,   90,    1,
62 max,245,  245,  245,  102,    1,    1,  170,    1,  105,   95,  120,
63 max,245,  245,  245,  110,  100,    1,  190,  165,    1,    1,    1,
64 max,245,  245,  245,    1,  135,  130,    1,   30,  190,  195,    1,
65 max,245,  245,  245,  132,  145,    1,   75,    1,  215,  120,   85,
66 max,245,  245,  245,  132,    1,  110,  145,   65,  145,  150,   47,
67 max,245,  245,  245,  150,  200,    1,  120,    1,    1,  140,    1,
68 max,245,  245,  245,   67,    1,    1,   70,    1,  170,  137,    1,
69 max,245,  245,  245,  142,    1,    1,  190,  170,    1,    1,  215,
70 max,245,  245,  245,  187,  190,  165,  205,    1,   70,  175,   95,
71 max,245,  245,  245,    1,  160,   80,    1,  100,    1,  177,  170,
72 max,245,  245,  245,  130,  165,  210,    1,   65,   55,    1,  170,
73 max,245,  245,  245,  130,  195,    1,  245,  185,   55,  135,    1,
74 max,245,  245,  245,  185,    1,  150,   95,  195,    1,   55,   55,
75 max,245,  245,  245,  210,   90,    1,    1,  185,    1,    1,  185,
76 max,245,  245,  245,    1,  207,    1,    1,    1,    1,  175,    1,
77 max,245,  245,  245,  180,    1,   75,    1,    1,  137,  105,    1,
78 max,245,  245,  245,  225,  165,  195,  150,  145,  225,  115,  240,
79 max,245,  245,  245,    1,    1,  157,    1,  245,  130,    1,    1,
80 max,245,  245,  245,    1,  245,    1,  145,  220,    1,  180,    1,
81 max,245,  245,  245,  110,  225,    1,   25,  160,  125,    1,  192,
82 max,245,  245,  245,    1,    1,    1,    1,  160,  245,    1,    1,
83 max,245,  245,  245,    1,    1,  195,    1,  200,  245,  225,  110,
84 max,245,  245,  245,    1,  245,    1,    1,    1,    1,  165,  205,
85 max,245,  245,  245,  165,    1,    1,    1,    1,    1,    1,  245,
86 max,245,  245,  245,    1,  105,    1,  170,    1,    1,    1,    1,
87 max,245,  245,  245,   55,    1,  185,  190,    1,    1,  217,  202,
88 max,245,  245,  245,    1,    1,  135,    1,    1,  212,    1,    1,
89 max,245,  245,  245,  182,  182,    1,  112,    1,    1,    1,    1,
90 max,245,  245,  245,  137,  190,  170,    1,   90,  147,  110,    1,
91 max,245,  245,  245,    1,  240,    1,    1,  115,  105,  185,   90,
92 max,245,  245,  245,  130,    1,    1,    1,  225,    1,    1,    1,
93 max,245,  245,  245,    1,  170,  195,  110,    1,    1,  165,    1,
94 max,245,  245,  245,  105,    1,  192,    1,   30,  205,  200,    1,
95 max,245,  245,  245,  202,  195,    1,  192,    1,  120,    1,    1,
96 max,245,  245,  245,    1,    1,  142,    1,    1,  170,    1,  180,
97 max,245,  245,  245,    1,   95,  195,  115,   77,  120,  205,  245,
98 max,245,  245,  245,  190,  190,    1,  180,  240,    1,    1,    1,
99 max,245,  245,  245,    1,    1,  165,  210,    1,  245,  245,    1,
 0番目の染色体：0100010110	245
 1番目の染色体：0100010110	245
 2番目の染色体：0100110110	1
 3番目の染色体：1101000010	142
 4番目の染色体：0110010001	1
 5番目の染色体：0000000110	90
 6番目の染色体：0101010100	1
 7番目の染色体：1000010110	175
 8番目の染色体：0100010110	245
 9番目の染色体：0111010010	1
#generation 100, elite copy 0.200000, muterate 0.200000
#generation,best fitness,average,0,1,2,3,4,5,6,7,8,9,
0 max,207,    1,   70,  140,  187,  207,    1,  175,    1,  127,    1,
1 max,207,  207,  187,  117,  152,  125,    1,  165,  207,   87,  202,
2 max,210,  207,  207,  157,  210,  170,    1,  167,    1,  147,    1,
3 max,210,  210,  207,   95,    1,  210,    1,  172,    1,  120,  147,
4 max,210,  210,  210,    1,  177,    1,  162,  172,   87,    1,  137,
5 max,210,  210,  210,  102,    1,   62,   30,    1,  172,    1,  202,
6 max,210,  210,  210,  155,    1,    1,    1,  210,  202,  202,  200,
7 max,210,  210,  210,  157,  130,  170,    1,  200,   37,  122,  205,
8 max,245,  210,  210,    1,    1,    1,  245,    1,  120,    1,  120,
9 max,245,  245,  210,  210,    1,    1,  145,  150,    1,  125,    1,
10 max,245,  245,  210,  150,  115,  227,  120,  180,    1,  150,  150,
11 max,245,  245,  227,    1,   82,    1,    1,    1,  165,    1,  180,
12 max,245,  245,  227,    1,    1,    1,  245,  187,    1,  175,    1,
13 max,245,  245,  245,    1,  192,  130,  140,  215,  150,    1,    1,
14 max,245,  245,  245,  245,  100,    1,   85,  207,  115,  235,    1,
15 max,245,  245,  245,   75,    1,    1,   80,  195,    1,    1,    1,
16 max,245,  245,  245,   30,  115,  105,  245,  165,   80,  195,  210,
17 max,245,  245,  245,    1,  210,    1,    1,  145,    1,  190,  112,
18 max,245,  245,  245,  225,  170,  190,  210,  100,  155,  140,    1,
19 max,245,  245,  245,  180,    1,  185,  120,  170,    1,  192,    1,
20 max,245,  245,  245,  245,    1,  190,  107,    1,  245,  180,  155,
21 max,245,  245,  245,  190,    1,  100,    1,  135,    1,  112,  185,
22 max,245,  245,  245,  170,  245,   85,    1,  185,    1,    1,  210,
23 max,245,  245,  245,  155,    1,  207,  195,    1,    1,    1,  155,
24 max,245,  245,  245,    1,  202,  195,    1,   27,    1,    1,  165,
25 max,245,  245,  245,    1,  160,    1,    1,  175,   90,  172,  185,
26 max,245,  245,  245,   65,   85,    1,  140,  165,  110,    1,    1,
27 max,245,  245,  245,  180,   10,  180,  170,  145,   65,    1,  165,
28 max,245,  245,  245,  200,  117,    1,   65,  165,   60,  145,    1,
29 max,245,  245,  245,    1,    1,  187,  185,  150,  145,    1,   10,
30 max,245,  245,  245,    1,    1,    1,  185,    1,  150,   75,    1,
31 max,245,  245,  245,  160,   60,  200,  155,    1,  115,  205,  170,
32 max,245,  245,  245,    1,  165,  205,  165,  115,    1,  175,  190,
33 max,245,  245,  245,  165,    1,    1,    1,    1,  245,  190,  245,
34 max,245,  245,  245,  190,  115,  245,    1,  185,    1,    1,  180,
35 max,245,  245,  245,  200,    1,    1,    1,    1,   30,  220,    1,
36 max,245,  245,  245,    1,  185,    1,  100,  185,    1,    1,   75,
37 max,245,  245,  245,  115,    1,  165,    1,    1,  120,    1,  217,
38 max,245,  245,  245,  180,  147,  195,    1,  132,  107,  120,    1,
39 max,245,  245,  245,  197,    1,    1,    1,  135,  125,    1,  180,
40 max,245,  245,  245,    1,    1,    1,  245,    1,    1,    1,    1,
41 max,245,  245,  245,    1,  100,    1,  165,  245,  195,   80,    1,
42 max,245,  245,  245,    1,    1,    1,  187,    1,   35,  175,    1,
43 max,245,  245,  245,  165,  165,    1,   90,   60,    1,    1,  120,
44 max,245,  245,  245,  105,    1,  245,   30,  205,    1,  100,    1,
45 max,245,  245,  245,  215,  205,  105,    1,    1,    1,  170,  155,
46 max,245,  245,  245,  185,    1,    1,  160,    1,    1,  185,  215,
47 max,245,  245,  245,  172,  240,  157,    1,  215,  210,  225,  170,
48 max,245,  245,  245,    1,  217,    1,    1,   92,  105,  187,  135,
49 max,245,  245,  245,  140,  140,    1,    1,  142,    1,  185,    1,
50 max,245,  245,  245,  245,    1,  110,    1,  167,    1,  157,  175,
51 max,245,  245,  245,  245,    1,  217,  185,  175,  170,  190,  187,
52 max,245,  245,  245,    1,  245,    1,    1,  140,  217,  195,  210,
53 max,245,  245,  245,  162,    5,    1,   80,  187,  192,  127,    1,
54 max,245,  245,  245,    1,  240,    1,  190,    1,  140,    1,  212,
55 max,245,  245,  245,  155,  180,    1,  207,    1,  185,  177,    1,
56 max,245,  245,  245,  167,    1,  122,  212,    1,    1,  182,    1,
57 max,245,  245,  245,   25,    1,    1,    1,  110,    1,  127,    1,
58 max,245,  245,  245,  110,  120,    1,    1,  245,    1,  110,  160,
59 max,245,  245,  245,    1,    1,  155,  192,  115,    1,  170,  210,
60 max,245,  245,  245,  155,  170,  135,  185,  210,  245,  225,  180,
61 max,245,  245,  245,    1,   90,    1,  165,  145,    1,  115,  197,
62 max,245,  245,  245,  112,    1,  175,  107,    1,  200,  195,    1,
63 max,245,  245,  245,  132,  155,  190,  125,  127,    1,  217,    1,
64 max,245,  245,  245,    1,  125,    1,  175,  235,  200,  210,  180,
65 max,245,  245,  245,   95,    1,    1,  145,    1,  190,    1,  175,
66 max,245,  245,  245,   75,  175,  190,    1,  120,    1,  225,  157,
67 max,245,  245,  245,    1,    1,   30,    1,    1,    1,    1,  207,
68 max,245,  245,  245,    1,  110,  110,    1,  190,  245,  132,  170,
69 max,245,  245,  245,  165,    1,    1,  145,  192,  165,    1,    1,
70 max,245,  245,  245,    1,  180,    1,    1,  112,  162,  100,    1,
71 max,245,  245,  245,    1,    1,   92,  180,    1,  127,  245,  135,
72 max,245,  245,  245,  210,  135,    1,  105,    1,  220,    1,  220,
73 max,245,  245,  245,  125,    1,  170,    1,  130,  160,    1,    1,
74 max,245,  245,  245,  115,  172,    1,    1,  170,   95,  145,    1,
75 max,245,  245,  245,    1,  172,  187,  110,  212,    1,  135,   75,
76 max,245,  245,  245,    1,  130,    1,    1,    1,  190,    1,  180,
77 max,245,  245,  245,    1,  140,    1,  155,    1,  185,    1,  165,
78 max,245,  245,  245,    1,  165,    1,  160,    1,  245,    1,    1,
79 max,245,  245,  245,   60,    1,    1,    1,    1,   30,  125,  155,
80 max,245,  245,  245,    1,    1,    1,    1,    1,  155,  215,  155,
81 max,245,  245,  245,    1,  170,   80,  150,    1,    1,  185,  165,
82 max,245,  245,  245,    1,    1,    1,    1,  245,  187,    1,    1,
83 max,245,  245,  245,    1,    1,  175,    1,    1,  215,  127,    1,
84 max,245,  245,  245,    1,   60,    1,  180,  172,    1,  162,  195,
85 max,245,  245,  245,  170,    1,  195,  170,    1,    1,  170,    1,
86 max,245,  245,  245,    1,    1,  130,  135,  190,    1,    1,    1,
87 max,245,  245,  245,    1,  140,    1,  172,    1,  125,    1,  130,
88 max,245,  245,  245,   10,  177,  135,  112,  140,   65,  225,    1,
89 max,245,  245,  245,  197,  145,  135,    1,  130,  225,    1,  177,
90 max,245,  245,  245,    1,  132,    1,  192,  100,   65,   47,  142,
91 max,245,  245,  245,  170,  210,    1,  190,  187,    1,   80,   90,
92 max,245,  245,  245,  145,  110,   10,  192,    1,    1,  135,    1,
93 max,245,  245,  245,   97,  245,  200,    1,    1,  215,  130,  245,
94 max,245,  245,  245,    1,   97,    1,   92,  187,  112,    1,    1,
95 max,245,  245,  245,    1,   70,  197,  162,  177,  202,    1,    1,
96 max,245,  245,  245,  172,  192,    1,  192,  202,  155,   65,    1,
97 max,245,  245,  245,  192,    1,    1,  112,  217,  105,  155,  212,
98 max,245,  245,  245,    1,    1,  212,  157,  180,    1,  192,  187,
99 max,245,  245,  245,  145,    1,    1,  137,    1,  102,   52,  145,
 0番目の染色体：0100010110	245
 1番目の染色体：0100010110	245
 2番目の染色体：1010010000	110
 3番目の染色体：0011001110	207
 4番目の染色体：1001010110	197
 5番目の染色体：1101001010	212
 6番目の染色体：0010011010	200
 7番目の染色体：0100000110	170
 8番目の染色体：0000101000	75
 9番目の染色体：1000000110	100
#generation 100, elite copy 0.200000, muterate 0.200000
#generation,best fitness,average,0,1,2,3,4,5,6,7,8,9,
0 max,142,    1,    1,    1,    1,    1,    1,    1,  115,  142,    1,
1 max,182,  142,  115,    1,  127,    1,  110,  182,  180,  107,    1,
2 max,182,  182,  180,  175,    1,  127,    1,    1,  137,   50,    1,
3 max,182,  182,  180,  175,    1,    1,  152,  180,  130,    1,  155,
4 max,182,  182,  180,  170,  165,  130,  120,  125,    1,    1,  110,
5 max,182,  182,  180,  100,  125,    1,    1,    1,  165,  110,  132,
6 max,182,  182,  180,  122,    1,    1,  137,  137,  170,   80,   47,
7 max,215,  182,  180,  215,  187,    1,    1,  105,    1,  100,    1,
8 max,215,  215,  187,  212,    1,   30,  165,   60,    1,  152,  140,
9 max,215,  215,  212,    1,   97,  115,  140,  135,  112,  135,    1,
10 max,215,  215,  212,  187,    1,  157,  162,    1,  165,  212,   97,
11 max,225,  215,  212,  215,  162,    1,  152,  107,  105,  225,  140,
12 max,225,  225,  215,  130,  200,  115,    1,   80,    1,  137,  140,
13 max,225,  225,  215,  162,  177,    1,    1,  105,    1,  175,    1,
14 max,225,  225,  215,    1,  202,    1,    1,    1,  177,   85,  135,
15 max,240,  225,  215,   70,    1,    1,   80,  110,  240,  127,    1,
16 max,240,  240,  240,  127,  105,    1,  180,  150,    1,    1,    1,
17 max,245,  240,  240,  105,   40,  147,   80,   92,  245,  177,  140,
18 max,245,  245,  240,    1,    1,    1,  157,    1,  210,  240,    1,
19 max,245,  245,  240,    1,  190,  210,  180,  185,   97,    1,  100,
20 max,245,  245,  240,  192,  140,  127,  155,  215,  127,    1,  100,
21 max,245,  245,  240,    1,  165,    1,  157,    1,   22,  215,  185,
22 max,245,  245,  240,    1,  235,    1,   30,    1,  225,  170,  170,
23 max,245,  245,  240,  215,    1,    1,  110,  115,    1,    1,    1,
24 max,245,  245,  240,    1,    1,    1,  167,    1,    1,    1,  215,
25 max,245,  245,  240,  140,    1,  200,  240,  245,  182,  167,   60,
26 max,245,  245,  245,    1,    1,  182,    1,  160,  167,    1,    1,
27 max,245,  245,  245,  122,    1,    1,    1,  210,  185,  165,  140,
28 max,245,  245,  245,  165,  147,   25,    1,  110,  107,   25,    1,
29 max,245,  245,  245,  185,    1,    1,    1,  155,  180,  110,  107,
30 max,245,  245,  245,  100,  110,  182,  190,    1,    1,   85,  185,
31 max,245,  245,  245,    1,  245,    1,  190,  220,  155,  185,  190,
32 max,245,  245,  245,    1,    1,    1,  195,    1,  175,    1,    1,
33 max,245,  245,  245,    1,    1,  170,    1,    1,  115,    1,  105,
34 max,245,  245,  245,    1,    1,  195,  195,    1,    1,    1,   25,
35 max,245,  245,  245,  205,  155,  195,  245,    1,    1,    1,   85,
36 max,245,  245,  245,  195,  190,   10,  245,  195,  245,    1,  192,
37 max,245,  245,  245,  215,   30,  205,  140,  245,  210,    1,    1,
38 max,245,  245,  245,  135,  225,  195,    1,  195,    1,    1,  135,
39 max,245,  245,  245,  160,    1,    1,    1,  157,  180,  110,  162,
40 max,245,  245,  245,  245,  225,  210,  165,  175,  160,    1,  135,
41 max,245,  245,  245,    1,  190,  160,  165,    1,    1,  185,  165,
42 max,245,  245,  245,    1,  152,    1,  140,    1,  147,   95,    1,
43 max,245,  245,  245,  245,    1,    1,  150,    1,    1,  165,  245,
44 max,245,  245,  245,    1,  125,    1,   75,   85,  170,  170,  215,
45 max,245,  245,  245,   52,    1,  160,  160,   90,  180,  155,  195,
46 max,245,  245,  245,  110,  145,    1,    1,  215,  160,  130,  245,
47 max,245,  245,  245,   35,  162,    1,  100,  175,  170,    1,   97,
48 max,245,  245,  245,  155,  160,    1,  137,    1,  210,    1,    1,
49 max,245,  245,  245,  175,  135,  122,    1,    1,  185,  240,    1,
50 max,245,  245,  245,  165,    1,  185,  160,    1,    1,  190,    1,
51 max,245,  245,  245,  225,    1,   65,  187,  165,    1,  165,    1,
52 max,245,  245,  245,  150,  160,  170,    1,    1,    1,  175,  245,
53 max,245,  245,  245,    1,  125,  160,  212,   90,  145,  215,  195,
54 max,245,  245,  245,    1,    1,  205,    1,  140,    1,  215,  132,
55 max,245,  245,  245,    1,  180,  177,  200,  152,  190,  180,  182,
56 max,245,  245,  245,    1,  157,    1,    1,  200,    1,  140,    1,
