#generation 100, elite copy 0.200000, muterate 0.200000
#generation,best fitness,average,0,1,2,3,4,5,6,7,8,9,
0 max,167,   82,    1,    1,  112,   65,    1,   25,    1,  110,  167,
1 max,195,  167,  112,  147,  190,   60,   65,    1,  195,   27,    5,
2 max,195,  195,  190,   60,    1,  170,    1,  120,  105,    1,    1,
3 max,195,  195,  190,  190,  115,    1,    1,    1,   80,  132,    1,
4 max,195,  195,  190,  160,  140,   70,  180,    1,   60,    1,  110,
5 max,195,  195,  190,  185,    1,    1,    1,  110,  190,    1,    1,
6 max,195,  195,  190,  107,  130,  102,    1,    1,    1,   85,    1,
7 max,195,  195,  190,  110,  182,   80,  140,  182,  110,   52,  110,
8 max,195,  195,  190,   97,   77,    1,  175,  102,   57,  135,  165,
9 max,195,  195,  190,  145,    1,   32,    1,    1,    1,  122,    1,
10 max,195,  195,  190,  127,    1,    1,  155,    1,  185,  195,  107,
11 max,205,  195,  195,    5,    1,  197,    1,  205,  105,  120,    1,
12 max,205,  205,  197,    1,  105,  200,  120,  175,    1,   90,    1,
13 max,205,  205,  200,  202,  105,  135,    1,   77,    1,  160,    1,
14 max,205,  205,  202,    1,  117,    1,  195,  100,    1,  190,    1,
15 max,205,  205,  202,    1,  175,  140,    1,    1,   95,  115,    1,
16 max,215,  205,  202,  117,  192,   45,    1,    1,  145,  215,  157,
17 max,235,  215,  215,  235,  117,  140,  202,    1,  117,    1,    1,
18 max,235,  235,  215,   57,  140,  182,   47,   95,    1,    1,  200,
19 max,235,  235,  215,    1,  125,    1,   85,    1,    1,  105,   95,
20 max,235,  235,  215,  170,    1,    1,  175,   70,    1,    1,    1,
21 max,240,  235,  215,  140,    1,  115,  145,   60,  240,  175,    1,
22 max,240,  240,  240,  185,  140,    1,  190,  195,    1,  225,  102,
23 max,240,  240,  240,    1,  165,   92,  180,  217,    1,  122,  175,
24 max,240,  240,  240,    1,  212,    1,  127,  190,    1,  160,    1,
25 max,240,  240,  240,  137,    1,    1,  220,    1,  105,    1,  135,
26 max,240,  240,  240,   80,  160,  185,  177,  215,    1,    1,   90,
27 max,240,  240,  240,    1,    1,  225,  160,  110,   80,    1,  125,
28 max,240,  240,  240,  125,  200,  105,  175,  135,  210,  165,    1,
29 max,240,  240,  240,  185,  170,    1,  240,  192,    1,  210,  105,
30 max,240,  240,  240,    1,  235,    1,    1,    1,  157,    1,  215,
31 max,240,  240,  240,  182,    1,    1,    1,  187,    1,    1,    1,
32 max,240,  240,  240,    1,  170,  175,    1,  212,  202,  215,  107,
33 max,240,  240,  240,  130,  225,  117,  165,    1,  145,    1,  137,
34 max,240,  240,  240,    1,  240,    1,   90,  215,  117,    1,   85,
35 max,240,  240,  240,  177,  165,  240,    1,    1,  165,    1,  130,
36 max,240,  240,  240,   25,  235,  160,  165,  180,  240,  140,  240,
37 max,240,  240,  240,  160,  180,  205,    1,  185,  160,  240,    1,
38 max,240,  240,  240,  240,  105,  170,  140,    1,  165,    1,  165,
39 max,240,  240,  240,  190,    1,    1,   25,    1,  160,  190,  175,
40 max,240,  240,  240,  175,    1,    1,    1,   90,    1,    1,  200,
41 max,245,  240,  240,  180,  177,    1,  245,  145,    1,    1,    1,
42 max,245,  245,  240,    1,  137,    1,  150,  155,  180,  140,    1,
43 max,245,  245,  240,   15,  180,    1,  180,  135,  215,   97,    1,
44 max,245,  245,  240,    1,  105,  100,    1,    1,    1,  135,  135,
45 max,245,  245,  240,  140,    1,  210,    1,    1,  110,  160,   60,
46 max,245,  245,  240,    1,    1,    1,  205,    1,   80,  215,   15,
